Eritrea,ERI,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.1,1,1.1,0.7,0.8,1.1,1,1.6,1.4,1.6,1.4,1.5,,
Spain,ESP,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.8,0.7,0.7,0.4,0.5,0.7,0.7,1.1,0.8,1,0.7,0.9,,
Spain,ESP,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,0.3,0.4,0.6,0.5,0.9,0.6,0.7,0.5,0.6,,
Spain,ESP,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,7.4,,,,,,,,,,5.1,3.1,1.9,1.4,0.9,0.9,1.1,1.6,1.6,1.4,1.6,1.4,0.9,,
Estonia,EST,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,1.7,,,,,,,,,,2.3,1.1,0.7,0.7,0.4,0.4,0.5,0.7,0.8,0.6,0.8,0.7,0.5,,
Estonia,EST,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,0.5,,,,,,,,,,1.3,0.6,0.3,0.5,0.3,0.2,0.2,0.4,0.6,0.4,0.6,0.5,0.4,,
Estonia,EST,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,68.9,,,,65.2,,,,,54.9,,,,,,52.2,,,,,49.5,,
Ethiopia,ETH,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,50.8,,,,43.7,,,,,29.6,,,,,,28,,,,,25.7,,
Ethiopia,ETH,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,29.5,,,,19,,,,,8.7,,,,,,9,,,,,8.9,,
Ethiopia,ETH,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,95.5,,,,,95.5,,,,,88.6,,,,,81.8,,79.1,,76.4,,,,,73.9,,,
European Union,EUU,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,55.5,,,57.1,,,56.9,,,57.8,,,61.1,,,59.5,,,56.3,,,55,,,52.6,,,49.2,,46.9,46.6,45.4,44.7,,44.6,,
Fragile and conflict affected situations,FCS,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,41.1,,,42.2,,,41.7,,,42.3,,,45.6,,,44,,,41.2,,,38.9,,,35.5,,,31.8,,29.7,29.2,28,27.2,,27.1,,
Fragile and conflict affected situations,FCS,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,27.5,,,27.9,,,27.5,,,28.5,,,31.1,,,29.6,,,27.5,,,24.8,,,21.5,,,18.3,,16.8,16.2,15.2,14.5,,14.1,,
Fragile and conflict affected situations,FCS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.13960562,,,,,,,,,60.96839489,,,
Finland,FIN,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0.1,0.1,0,0.1,0,0,0,0.1,0.1,0,0.1,,
Finland,FIN,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Finland,FIN,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Finland,FIN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,19.4,,,,,,16.5,,,,,14.9,,,,
Fiji,FJI,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,4.2,,,,,2.9,,,,
Fiji,FJI,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,0.6,,,,,0.2,,,,
Fiji,FJI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0,0.2,,
France,FRA,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,,
France,FRA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,
France,FRA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,,,,,,,,31.6,,,,
"Micronesia, Fed. Sts.",FSM,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,14.2,,,,
"Micronesia, Fed. Sts.",FSM,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,5.5,,,,
"Micronesia, Fed. Sts.",FSM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,,,,,,,10.8
Gabon,GAB,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,,,,3.2
Gabon,GAB,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,0.8
Gabon,GAB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7,,,,,,,,,37,,,
United Kingdom,GBR,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,0.3,0.4,0.5,0.2,0.3,0.5,0.2,0.2,0.3,0.3,,
United Kingdom,GBR,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.5,0.2,0.3,0.3,0.1,0.1,0.3,0.2,0.1,0.1,0.1,,
United Kingdom,GBR,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.3,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,,
United Kingdom,GBR,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,15,29.8,28.9,33.8,35.5,36.9,25.8,25.9,24.2,25.6,26,27.3,24.8,24.9,26,24.8,22,18.8,16.5,15.5,15.1,15.5
Georgia,GEO,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,5.1,14.1,13.2,16.1,17.2,17.5,10,10.1,9.5,10.2,10.1,10.9,9.7,9.6,10.9,10.2,8.3,6.4,5.2,4.4,4.4,4.9
Georgia,GEO,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,1,5.7,5.4,6.5,7,6.6,3.1,3.3,3.1,3.3,3.2,3.4,3,3,3.7,3.6,2.4,1.6,1.3,0.9,1,1.3
Georgia,GEO,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,55.8,55.1,,,58.5,,,,,,,48.2,,,,,,,39.1,,,,,,,26.2,,,,25.4,
Ghana,GHA,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,33.3,32.7,,,37.5,,,,,,,28.1,,,,,,,20.1,,,,,,,11.1,,,,11.8,
Ghana,GHA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,14.3,13.8,,,17.7,,,,,,,12.3,,,,,,,8.2,,,,,,,3.5,,,,4.7,
Ghana,GHA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,65.5,,,,,58.8,,,,,52.1,,,,,45.4,,42.8,,40.1,,,,,37.9,,,
Gibraltar,GIB,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,100,,,56.3,,,,,,,,65,,,,,63,,,,,51.7,,,,,
Guinea,GIN,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,75.7,,,37.1,,,,,,,,46.4,,,,,43.6,,,,,28.4,,,,,
Guinea,GIN,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,61.9,,,19.5,,,,,,,,26.6,,,,,23.7,,,,,10.3,,,,,
Guinea,GIN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,80.4,,,,,68.8,,,,,57.3,,,,,45.7,,45.7,,,,,,,43.3,,,
"Gambia, The",GMB,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,69.8,,,,,53.5,,,,,,,41,,,,,30.1,,
"Gambia, The",GMB,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,54,,,,,34.5,,,,,,,20.8,,,,,10.8,,
"Gambia, The",GMB,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,36,,,,,17.7,,,,,,,7.4,,,,,2.2,,
"Gambia, The",GMB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4,,34.8,,,,,,,34.8,,,
Guinea-Bissau,GNB,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,51,,66.4,,,,,,,,,61.1,,,,,,,,66.4,,,,,,,
Guinea-Bissau,GNB,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,35.1,,48.2,,,,,,,,,39.7,,,,,,,,49.6,,,,,,,
Guinea-Bissau,GNB,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,22.7,,28.4,,,,,,,,,18.6,,,,,,,,30.5,,,,,,,
Guinea-Bissau,GNB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.1,,,,,,,,,82.3,,,
Equatorial Guinea,GNQ,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3,,,,,,,,,66.2,,,
Greece,GRC,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.9,0.6,0.8,0.7,0.5,0.7,1.3,2,2.6,2.5,2.8,2.8,,
Greece,GRC,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.7,0.3,0.5,0.5,0.3,0.6,0.9,1.2,1.3,0.9,1.4,1.3,,
Greece,GRC,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.5,0.2,0.3,0.4,0.2,0.5,0.7,0.8,0.6,0.3,0.8,0.8,,
Greece,GRC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,
Greenland,GRL,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,54.8,,,43.8,,,,,,,,,23.2,,19,,,,,,19.8,,,,,,,,20.4,,,
Guatemala,GTM,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,38.2,,,29,,,,,,,,,11.5,,8.3,,,,,,9.5,,,,,,,,8.2,,,
Guatemala,GTM,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,23.5,,,17.6,,,,,,,,,5.1,,3.3,,,,,,3.7,,,,,,,,2.5,,,
Guatemala,GTM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,58.6,,,,,53.3,,,,,48.1,,,,,42.9,,40.8,,38.7,,,,,34.5,,,
Guam,GUM,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,47.4,,,,,,25,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,27.2,,,,,,11.7,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,12.8,,,,,,5,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7,,33.5,,33.2,,,,,33.1,,,
High income,HIC,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,1.5,,,1.5,,,1.3,,,1.2,,,1.3,,,1.7,,,1,,,1.1,,,1,,,0.8,,0.9,0.9,0.9,0.9,,0.9,,
High income,HIC,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,0.7,,,0.7,,,0.6,,,0.6,,,0.6,,,0.7,,,0.5,,,0.6,,,0.6,,,0.5,,0.6,0.6,0.5,0.6,,0.6,,
High income,HIC,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,0.4,,,0.4,,,0.4,,,0.3,,,0.3,,,0.4,,,0.4,,,0.4,,,0.4,,,0.4,,0.4,0.4,0.4,0.4,,0.5,,
High income,HIC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,49.2,51.3,44.4,40.9,35.8,37,38,40.6,32.1,35.1,35.9,,29,32.4,36.3,35.4,34.3,30.2,26.2,24.8,22.2,23.9,26.1,29.2,27,25.8,26.1,24.6,25.9
Honduras,HND,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,32.9,34.7,26.4,23,19.7,21.2,22.2,24.9,17.2,21.8,21.9,,17,19,22.5,21.8,21.6,18.4,13.9,13.5,11.2,12.2,14.1,16.2,14.2,13.1,13.3,13.1,14
Honduras,HND,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,19.1,20.7,13.4,10.8,8.8,10.6,11.1,13.3,7.8,13.1,12.9,,8.9,10.1,12.6,12.1,13,10.6,6.5,6.6,4.8,5.3,7,8,6.6,5.4,5.6,6.3,6.8
Honduras,HND,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,,,,,,,,,27.5,,,
Heavily indebted poor countries (HIPC),HPC,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,74.64327628,,,,,71.66852514,,,,,67.92008208,,,,,64.95218359,,63.15942923,,62.15184483,,,,,62.0610721,,,
Croatia,HRV,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.8,2.3,2.2,2.4,2.4,2.1,1.6,,
Croatia,HRV,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,0.9,1.2,0.7,0.8,0.9,0.9,0.6,,
Croatia,HRV,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.7,0.9,0.4,0.5,0.5,0.6,0.3,,
Croatia,HRV,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8,,,,,
Haiti,HTI,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3,,,,,
Haiti,HTI,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,
Haiti,HTI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,93.4,,,,,93.4,,,,,93.4,,,,,70.1,,70.1,,70.1,,,,,74.4,,,
Hungary,HUN,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,0.1,,1.9,,,,0.5,,,,,,,,,,,0.6,1.4,0.4,0.4,0.3,0.3,0.4,0.5,1.1,0.9,1.2,1.1,,
Hungary,HUN,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,0.1,,0.1,,,,0.2,,,,,,,,,,,0.1,0.6,0.1,0.1,0,0,0.1,0.1,0.3,0.1,0.6,0.5,,
Hungary,HUN,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,0.1,,0,,,,0.2,,,,,,,,,,,0,0.3,0,0,0,0,0,0,0.2,0,0.4,0.3,,
Hungary,HUN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRD only,IBD,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRD only,IBD,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRD only,IBD,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRD only,IBD,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,43.74903293,,,,,39.75141128,,,,,35.65061183,,,,,30.67352852,,28.93070728,,27.86494916,,,,,23.53443724,,,
IDA & IBRD total,IBT,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
